flight_number,airport,type,status,aircraft
6E 874,CCU,Departure,Unknown,
6E 198,CCU,Departure,Expected,
6E 994,CCU,Departure,Unknown,
6E 6917,CCU,Departure,Unknown,
IX 1514,CCU,Departure,Expected,
QP 1172,CCU,Arrival,Unknown,
6E 2774,CCU,Arrival,Unknown,VT-ISY
AI 2702,CCU,Arrival,Expected,VT-TNS
6E 2247,CCU,Arrival,Expected,VT-IWQ
6E 2788,CCU,Arrival,Expected,
6E 1642,CCU,Arrival,Unknown,VT-IIV
6E 987,CCU,Arrival,Unknown,
6E 6793,CCU,Arrival,Unknown,
6E 1058,CCU,Arrival,Expected,VT-IPE
6E 5014,CCU,Arrival,Expected,
EK 570,CCU,Arrival,Expected,
B3 701,CCU,Arrival,Expected,A5-RIM
QP 1925,CCU,Arrival,Unknown,
6E 1704,CCU,Arrival,Unknown,VT-ILM
6E 6359,CCU,Arrival,Unknown,
QP 1801,CCU,Arrival,Expected,
IX 1131,CCU,Arrival,Expected,VT-BXV
U4 163,CCU,Arrival,Unknown,
6E 966,CCU,Arrival,Expected,VT-IFK
AI 2535,CCU,Arrival,Canceled,
6E 7562,CCU,Arrival,Unknown,
6E 201,CCU,Arrival,Unknown,
6E 1656,CCU,Arrival,Unknown,VT-IIK
QP 1561,CCU,Arrival,Expected,VT-YBO
6E 6439,CCU,Arrival,Expected,TC-FHK
SG 640,CCU,Arrival,Unknown,
6E 812,CCU,Arrival,Unknown,
6E 6836,CCU,Arrival,Expected,
6E 505,CCU,Arrival,Unknown,VT-IMG
6E 669,CCU,Arrival,Unknown,
6E 7419,CCU,Arrival,Unknown,
AI 2705,CCU,Arrival,Expected,VT-TNJ
AI 2771,CCU,Arrival,Unknown,VT-TNW
6E 207,CCU,Arrival,Unknown,
QP 1567,CCU,Arrival,Expected,VT-YAK
SG 263,CCU,Arrival,Expected,
6E 5329,CCU,Arrival,Unknown,VT-NHE
SG 488,CCU,Arrival,Unknown,
IX 2783,CCU,Arrival,Unknown,
6E 664,CCU,Arrival,Unknown,
6E 6786,CCU,Arrival,Unknown,
6E 276,CCU,Arrival,Unknown,
SG 195,CCU,Arrival,Expected,
6E 6181,CCU,Arrival,Unknown,
6E 442,CCU,Arrival,Expected,VT-ICI
6E 663,CCU,Arrival,Unknown,
6E 2104,CCU,Arrival,Expected,
6E 6247,CCU,Arrival,Unknown,VT-ITO
B3 700,CCU,Arrival,Unknown,
IX 1522,CCU,Arrival,Unknown,
AI 1791,CCU,Arrival,Expected,
6E 1016,CCU,Arrival,Expected,VT-IVZ
6E 6956,CCU,Arrival,Unknown,
IX 1256,CCU,Arrival,Unknown,
6E 751,CCU,Arrival,Unknown,
SG 488,CCU,Arrival,Unknown,
6E 5135,CCU,Arrival,Unknown,
SG 611,CCU,Arrival,Unknown,
6E 6966,CCU,Arrival,Unknown,
6E 503,CCU,Arrival,Expected,VT-IBX
6E 2136,CCU,Arrival,Expected,
9I 764,CCU,Arrival,Unknown,
6E 6349,CCU,Arrival,Unknown,
6E 433,CCU,Arrival,Unknown,
6E 7314,CCU,Arrival,Unknown,
6E 491,CCU,Arrival,Unknown,
6E 507,CCU,Arrival,Unknown,
6E 2516,CCU,Arrival,Unknown,
6E 6716,CCU,Arrival,Unknown,
6E 6155,CCU,Arrival,Unknown,
6E 394,CCU,Arrival,Unknown,
6E 6894,CCU,Arrival,Unknown,
IX 1518,CCU,Arrival,Unknown,
6E 376,CCU,Arrival,Unknown,
SG 642,CCU,Arrival,Unknown,VT-SLG
6E 1088,CCU,Arrival,Expected,
AI 2471,CCU,Arrival,Unknown,
6E 6396,CCU,Arrival,Unknown,
6E 6326,CCU,Arrival,Unknown,
6E 312,CCU,Arrival,Expected,VT-IMV
6E 6101,CCU,Arrival,Expected,
FI 6043,DXB,Departure,Departed,
QF 8021,DXB,Departure,Departed,
EK 21,DXB,Departure,Departed,
GA 8871,DXB,Departure,Departed,
EK 203,DXB,Departure,Departed,
EK 570,DXB,Departure,Departed,
EK 582,DXB,Departure,Departed,
FZ 6582,DXB,Departure,Departed,
AC 7567,DXB,Departure,Departed,
EK 656,DXB,Departure,Departed,
DE 5908,DXB,Departure,Departed,
FZ 997,DXB,Departure,Departed,
EK 2306,DXB,Departure,Departed,
FZ 1025,DXB,Departure,Departed,
EK 2454,DXB,Departure,Departed,
EK 221,DXB,Departure,Departed,
EK 7,DXB,Departure,Departed,
GA 8865,DXB,Departure,Departed,
FI 6031,DXB,Departure,Departed,
EK 544,DXB,Departure,Departed,A6-ENE
UA 6579,DXB,Departure,Departed,
QF 8705,DXB,Departure,Departed,
CZ 7878,DXB,Departure,Departed,
DE 5960,DXB,Departure,Departed,
AC 7618,DXB,Departure,Departed,
EK 705,DXB,Departure,Departed,
AC 7565,DXB,Departure,Departed,
AZ 5645,DXB,Departure,Departed,
MK 9934,DXB,Departure,Departed,
EK 650,DXB,Departure,Departed,
FI 6001,DXB,Departure,Departed,
QF 8145,DXB,Departure,Departed,
EK 145,DXB,Departure,Departed,
EK 530,DXB,Departure,Departed,
EK 7435,DXB,Departure,Departed,
3U 7114,DXB,Departure,Departed,
SV 6001,DXB,Departure,Departed,
CZ 384,DXB,Departure,Departed,B-300U
AZ 5641,DXB,Departure,Departed,
QF 8420,DXB,Departure,Departed,
DE 5939,DXB,Departure,Departed,
EK 420,DXB,Departure,Departed,
KE 5952,DXB,Departure,Departed,
EK 322,DXB,Departure,Departed,A6-EOZ
JL 5096,DXB,Departure,Departed,
EK 318,DXB,Departure,Departed,A6-EUL
EK 368,DXB,Departure,Departed,A6-EUQ
GA 8982,DXB,Departure,Departed,
DE 5900,DXB,Departure,Departed,
9P 513,DXB,Departure,Departed,
H9 766,DXB,Departure,Departed,
EK 378,DXB,Departure,Departed,A6-ENZ
TG 4504,DXB,Departure,Departed,
DE 5917,DXB,Departure,Departed,
AC 7606,DXB,Departure,Departed,
EK 394,DXB,Departure,Departed,A6-ENH
TP 6746,DXB,Departure,Departed,
DE 5924,DXB,Departure,Departed,
AC 7604,DXB,Departure,Departed,
GF 5408,DXB,Departure,Departed,
IX 6357,DXB,Departure,Departed,VT-GHE
TG 4502,DXB,Departure,Departed,
AC 7603,DXB,Departure,Departed,
DE 5909,DXB,Departure,Departed,
TP 6372,DXB,Departure,Departed,
QF 8384,DXB,Departure,Departed,
EK 384,DXB,Departure,Departed,
EK 306,DXB,Departure,Departed,
EK 366,DXB,Departure,Departed,A6-EDF
EK 564,DXB,Departure,Departed,A6-EGA
EK 2159,DXB,Departure,Departed,
FZ 1709,DXB,Departure,Departed,
EK 526,DXB,Departure,Departed,A6-EGL
EK 504,DXB,Departure,Departed,
EK 43,DXB,Departure,Departed,A6-EPM
QF 8043,DXB,Departure,Departed,A6-EPM
FI 6023,DXB,Departure,Departed,A6-EPM
EK 310,DXB,Departure,Departed,
QF 8071,DXB,Departure,Departed,
GA 8859,DXB,Departure,Departed,
EK 71,DXB,Departure,Departed,
FI 6011,DXB,Departure,Departed,
EK 241,DXB,Departure,Departed,
EK 658,DXB,Departure,Departed,
UA 6520,DXB,Departure,Departed,
AC 7553,DXB,Departure,Departed,
EK 2258,DXB,Departure,Departed,
FZ 831,DXB,Departure,Departed,
SG 5514,DXB,Departure,Departed,
FZ 1835,DXB,Departure,Departed,
EK 2157,DXB,Departure,Departed,
EK 510,DXB,Departure,Departed,
AV 6255,DXB,Departure,Departed,
QF 8255,DXB,Departure,Departed,
FI 6007,DXB,Departure,Departed,
EK 255,DXB,Departure,Departed,
FZ 333,DXB,Departure,Departed,
EK 2110,DXB,Departure,Departed,
RQ 902,DXB,Departure,Departed,YA-KMH
FZ 301,DXB,Departure,Departed,
EK 2458,DXB,Departure,Departed,
EK 2124,DXB,Departure,Departed,
FZ 441,DXB,Departure,Departed,
RA 230,DXB,Departure,Departed,
FG 402,DXB,Departure,Departed,YA-FGA
RJ 613,DXB,Departure,Departed,
FZ 345,DXB,Departure,Departed,
EK 2118,DXB,Departure,Departed,
FZ 619,DXB,Departure,Departed,
EK 2169,DXB,Departure,Departed,
FZ 443,DXB,Departure,Departed,
EK 2242,DXB,Departure,Departed,
FZ 1517,DXB,Departure,Departed,
EK 2104,DXB,Departure,Departed,
FI 6027,DXB,Departure,GateClosed,
EK 27,DXB,Departure,GateClosed,
QF 8027,DXB,Departure,GateClosed,
EK 109,DXB,Departure,Boarding,
QF 8109,DXB,Departure,Boarding,
EK 39,DXB,Departure,GateClosed,
QF 8039,DXB,Departure,GateClosed,
EK 35,DXB,Departure,GateClosed,
QF 8035,DXB,Departure,GateClosed,
EK 159,DXB,Departure,GateClosed,
FI 6051,DXB,Departure,GateClosed,
QF 8159,DXB,Departure,GateClosed,
EK 2206,DXB,Departure,Boarding,
QF 8141,DXB,Departure,GateClosed,
AV 6253,DXB,Departure,GateClosed,
EK 141,DXB,Departure,GateClosed,
FZ 717,DXB,Departure,Boarding,
EK 133,DXB,Departure,Boarding,
FZ 359,DXB,Departure,GateClosed,
QF 8001,DXB,Departure,Boarding,
GA 8887,DXB,Departure,Boarding,
MK 9952,DXB,Departure,Boarding,
EK 73,DXB,Departure,Boarding,
EK 2426,DXB,Departure,GateClosed,
GA 8861,DXB,Departure,Boarding,
FI 6013,DXB,Departure,Boarding,
QF 8073,DXB,Departure,Boarding,
FZ 315,DXB,Departure,GateClosed,
EK 819,DXB,Departure,Boarding,
EK 1,DXB,Departure,Boarding,
EK 805,DXB,Departure,Boarding,A6-EUJ
MK 9962,DXB,Departure,Boarding,
FZ 45,DXB,Departure,Boarding,
EK 2034,DXB,Departure,Boarding,
QF 8179,DXB,Departure,Boarding,
EK 179,DXB,Departure,Boarding,
GF 5418,DXB,Departure,Boarding,
FZ 1573,DXB,Departure,Boarding,
EK 2140,DXB,Departure,Boarding,
EK 157,DXB,Departure,Expected,
FI 6005,DXB,Departure,Expected,
QF 8157,DXB,Departure,Expected,
QF 8787,DXB,Departure,Expected,
EK 787,DXB,Departure,Expected,
QF 8751,DXB,Departure,Boarding,
AT 9901,DXB,Departure,Boarding,
EK 751,DXB,Departure,Boarding,A6-EDV
EK 2391,DXB,Departure,Boarding,
FZ 1681,DXB,Departure,Boarding,
FZ 391,DXB,Departure,Boarding,
EK 55,DXB,Departure,Boarding,A6-EGS
QF 8055,DXB,Departure,Boarding,A6-EGS
QF 8151,DXB,Departure,Boarding,
FI 6017,DXB,Departure,Boarding,
EK 151,DXB,Departure,Boarding,
MK 9930,DXB,Departure,Boarding,
EK 2429,DXB,Departure,Boarding,
EK 600,DXB,Departure,Boarding,
QF 8139,DXB,Departure,Boarding,
GF 5410,DXB,Departure,Boarding,
EK 139,DXB,Departure,Boarding,
FI 6053,DXB,Departure,Boarding,
EK 77,DXB,Departure,Boarding,
QF 8077,DXB,Departure,Boarding,
FI 6057,DXB,Departure,Boarding,
EK 797,DXB,Departure,Boarding,
QF 8045,DXB,Departure,Expected,
FI 6019,DXB,Departure,Expected,
EK 45,DXB,Departure,Expected,
EK 97,DXB,Departure,Boarding,
FI 6021,DXB,Departure,Boarding,
QF 8097,DXB,Departure,Boarding,
EK 2102,DXB,Departure,Expected,
EK 2102,DXB,Departure,Expected,
FZ 375,DXB,Departure,Expected,
FZ 375,DXB,Departure,Expected,
FZ 325,DXB,Departure,Expected,
FZ 325,DXB,Departure,Expected,
EK 225,DXB,Departure,Boarding,
EK 225,DXB,Departure,Boarding,
QF 8127,DXB,Departure,Expected,
EK 59,DXB,Departure,Expected,
QF 8059,DXB,Departure,Expected,
EK 247,DXB,Departure,Expected,A6-ECG
EK 127,DXB,Departure,Expected,
MK 9928,DXB,Departure,Expected,
CZ 7872,DXB,Departure,Expected,
QF 8927,DXB,Departure,Expected,
EK 927,DXB,Departure,Expected,
EK 312,DXB,Departure,Expected,
QF 8205,DXB,Departure,Expected,
EK 205,DXB,Departure,Expected,A6-EOI
GA 8889,DXB,Departure,Expected,
FI 6047,DXB,Departure,Expected,
JL 5094,DXB,Departure,Expected,
TU 147,DXB,Departure,Expected,
EK 747,DXB,Departure,Expected,
QF 8370,DXB,Departure,Expected,
EK 370,DXB,Departure,Expected,
EK 612,DXB,Departure,GateClosed,
FZ 8999,DXB,Departure,Expected,
EK 229,DXB,Departure,Expected,
GF 5406,DXB,Departure,Expected,
FZ 8123,DXB,Departure,Expected,
FZ 1449,DXB,Departure,Expected,
EK 2349,DXB,Departure,Expected,
EK 261,DXB,Departure,Expected,
GA 8867,DXB,Departure,Expected,
QF 8029,DXB,Departure,Expected,
FI 6033,DXB,Departure,Expected,
EK 770,DXB,Departure,Expected,
EK 29,DXB,Departure,Expected,
SA 7157,DXB,Departure,Expected,
EK 304,DXB,Departure,Expected,
EK 111,DXB,Departure,Expected,
GF 5402,DXB,Departure,Expected,
QF 8111,DXB,Departure,Expected,
UA 6588,DXB,Departure,Expected,
FZ 353,DXB,Departure,Delayed,
EK 713,DXB,Departure,Expected,
FZ 1793,DXB,Departure,Expected,
EK 2012,DXB,Departure,Expected,
EK 506,DXB,Departure,Expected,
FZ 6334,DXB,Departure,Expected,
EK 723,DXB,Departure,Expected,
QF 8723,DXB,Departure,Expected,
UA 6604,DXB,Departure,Expected,
AC 7593,DXB,Departure,Expected,
EK 334,DXB,Departure,Expected,
QF 8123,DXB,Departure,Expected,
EK 123,DXB,Departure,Expected,
EK 392,DXB,Departure,Expected,
EK 2310,DXB,Departure,Expected,
FZ 989,DXB,Departure,Expected,
GF 5412,DXB,Departure,Expected,
EK 235,DXB,Departure,Expected,
EK 209,DXB,Departure,Expected,
A3 3413,DXB,Departure,Expected,
QF 8209,DXB,Departure,Expected,
AI 930,DXB,Departure,Expected,
EK 406,DXB,Departure,Expected,
DE 5936,DXB,Departure,Expected,
QF 8406,DXB,Departure,Expected,
EK 654,DXB,Departure,Expected,
EK 448,DXB,Departure,Expected,
DE 5918,DXB,Departure,Expected,
QF 8412,DXB,Departure,Expected,
DE 5942,DXB,Departure,Expected,
EK 412,DXB,Departure,Expected,
EK 516,DXB,Departure,Expected,
EK 2244,DXB,Departure,Expected,
FZ 1797,DXB,Departure,Expected,
MK 913,DXB,Departure,Expected,
DE 5951,DXB,Departure,Expected,
EK 783,DXB,Departure,Expected,
CA 942,DXB,Departure,Expected,
EK 703,DXB,Departure,Expected,
FZ 317,DXB,Departure,Expected,
EK 2355,DXB,Departure,Expected,
TP 6360,DXB,Departure,Expected,
TP 6364,DXB,Departure,Expected,
DE 5967,DXB,Departure,Expected,
EK 380,DXB,Departure,Expected,
EK 342,DXB,Departure,Expected,
EK 328,DXB,Departure,Unknown,
FZ 869,DXB,Departure,Unknown,
J9 122,DXB,Departure,Unknown,
EK 362,DXB,Departure,Expected,A6-ECW
CZ 7870,DXB,Departure,Expected,
EK 358,DXB,Departure,Expected,
FZ 6358,DXB,Departure,Expected,
DE 5902,DXB,Departure,Expected,
GA 8852,DXB,Departure,Expected,
BT 5807,DXB,Departure,Expected,
PK 234,DXB,Departure,Expected,
SG 5506,DXB,Departure,Expected,
SU 525,DXB,Departure,Unknown,
SG 6,DXB,Departure,Unknown,
SV 567,DXB,Departure,Unknown,
QF 8031,DXB,Departure,Expected,
FI 6035,DXB,Departure,Expected,
EK 31,DXB,Departure,Expected,
W5 60,DXB,Departure,Unknown,
WY 604,DXB,Departure,Unknown,
6E 1462,DXB,Departure,Expected,
VS 401,DXB,Departure,Canceled,
6E 1468,DXB,Departure,Unknown,
XY 202,DXB,Departure,Unknown,
SG 5023,DXB,Departure,Expected,
6E 1476,DXB,Departure,Unknown,
AI 910,DXB,Departure,Unknown,
FZ 307,DXB,Departure,Expected,
QR 1007,DXB,Departure,Canceled,
EK 2177,DXB,Departure,Expected,
FZ 339,DXB,Departure,Expected,
FZ 339,DXB,Departure,Expected,
XY 812,DXB,Departure,Unknown,
XY 812,DXB,Departure,Unknown,
EK 921,DXB,Departure,Expected,
EK 921,DXB,Departure,Expected,
EK 2116,DXB,Departure,Expected,
EK 2116,DXB,Departure,Expected,
IX 196,DXB,Departure,Unknown,
PF 787,DXB,Departure,Unknown,
6E 1452,DXB,Departure,Unknown,
XY 502,DXB,Departure,Expected,HZ-NS67
IZ 604,DXB,Departure,Unknown,
BG 248,DXB,Departure,Expected,
SG 17,DXB,Departure,Unknown,
SG 5017,DXB,Departure,Expected,
MS 1906,DXB,Departure,Expected,
HY 334,DXB,Departure,Expected,
FZ 355,DXB,Departure,Expected,
FZ 337,DXB,Departure,Expected,
IA 108,DXB,Departure,Unknown,
EK 2114,DXB,Departure,Expected,
EK 2096,DXB,Departure,Expected,
FZ 335,DXB,Departure,Expected,
EK 2112,DXB,Departure,Expected,
IX 748,DXB,Departure,Unknown,
KC 206,DXB,Departure,Canceled,
SG 54,DXB,Departure,Expected,
FZ 897,DXB,Departure,Expected,
SG 5054,DXB,Departure,Expected,
EK 2300,DXB,Departure,Expected,
LY 972,DXB,Departure,Expected,
GF 505,DXB,Departure,Expected,
BS 342,DXB,Departure,Expected,
D3 189,DXB,Departure,Expected,
QF 8181,DXB,Departure,Expected,
EK 181,DXB,Departure,Expected,
6E 1508,DXB,Departure,Expected,
QR 1023,DXB,Departure,Canceled,
BA 108,DXB,Departure,Expected,
AI 4206,DXB,Departure,Expected,
EK 175,DXB,Departure,Expected,
AI 918,DXB,Departure,Expected,
EK 502,DXB,Departure,Expected,
QF 8121,DXB,Departure,Expected,
EK 121,DXB,Departure,Expected,
KU 672,DXB,Departure,Expected,
FI 6037,DXB,Departure,Expected,
QF 8003,DXB,Departure,Expected,
EK 3,DXB,Departure,Expected,
AV 6251,DXB,Departure,Expected,
ME 427,DXB,Departure,Expected,
FZ 727,DXB,Departure,Expected,
EK 2094,DXB,Departure,Expected,
ME 1429,DXB,Departure,Expected,
EK 566,DXB,Departure,Expected,
EK 19,DXB,Departure,Expected,
QF 8019,DXB,Departure,Expected,
EK 9,DXB,Departure,Expected,
QF 8009,DXB,Departure,Expected,
EK 83,DXB,Departure,Expected,
QF 8083,DXB,Departure,Expected,
EK 67,DXB,Departure,Expected,
AI 2248,DXB,Departure,Expected,
EK 163,DXB,Departure,Expected,
QF 8163,DXB,Departure,Expected,
RJ 611,DXB,Departure,Expected,
EK 131,DXB,Departure,Expected,
B2 718,DXB,Departure,Expected,
FZ 863,DXB,Departure,Expected,
EK 2278,DXB,Departure,Expected,
FZ 8369,DXB,Departure,Expected,
FZ 523,DXB,Departure,Expected,
EK 2476,DXB,Departure,Expected,
FZ 1289,DXB,Departure,Expected,
EK 2286,DXB,Departure,Expected,
EK 95,DXB,Departure,Expected,
QF 8095,DXB,Departure,Expected,
EK 193,DXB,Departure,Expected,
BS 344,DXB,Departure,Expected,
KC 898,DXB,Departure,Canceled,
TP 6732,DXB,Departure,Expected,
QF 8075,DXB,Departure,Expected,
EK 75,DXB,Departure,Expected,
J2 12,DXB,Departure,Expected,
QF 8023,DXB,Departure,Expected,
EK 23,DXB,Departure,Expected,
6H 662,DXB,Departure,Expected,
EK 143,DXB,Departure,Expected,
SV 565,DXB,Departure,Expected,
QF 8143,DXB,Departure,Expected,
AV 6257,DXB,Departure,Expected,
SV 569,DXB,Departure,Expected,
EK 809,DXB,Departure,Expected,
QF 8047,DXB,Departure,Expected,
EK 47,DXB,Departure,Expected,
UA 6584,DXB,Departure,Expected,
AC 7601,DXB,Departure,Expected,
FZ 841,DXB,Departure,Expected,
EK 2486,DXB,Departure,Expected,
IA 124,DXB,Departure,Expected,
EK 765,DXB,Departure,Expected,
SA 7163,DXB,Departure,Expected,
DE 5970,DXB,Departure,Expected,
SV 597,DXB,Departure,Expected,
EK 546,DXB,Departure,Expected,
EK 528,DXB,Departure,Expected,
EK 51,DXB,Departure,Expected,
QF 8051,DXB,Departure,Expected,
MK 9941,DXB,Arrival,Arrived,
EK 655,DXB,Arrival,Arrived,
RA 229,DXB,Arrival,Arrived,9N-ALZ
MK 9963,DXB,Arrival,Arrived,A6-EEH
UA 6593,DXB,Arrival,Arrived,A6-EEH
EK 804,DXB,Arrival,Arrived,A6-EEH
EK 112,DXB,Arrival,Arrived,A6-ECK
GF 5403,DXB,Arrival,Arrived,
QF 8112,DXB,Arrival,Arrived,
EK 2229,DXB,Arrival,Arrived,
FZ 1758,DXB,Arrival,Arrived,A6-FMX
FZ 1582,DXB,Arrival,Arrived,
EK 40,DXB,Arrival,Arrived,A6-EUN
QF 8040,DXB,Arrival,Arrived,
FZ 648,DXB,Arrival,Arrived,A6-FQJ
FI 6036,DXB,Arrival,Arrived,
QF 8030,DXB,Arrival,Arrived,
EK 30,DXB,Arrival,Arrived,A6-EUK
QF 8122,DXB,Arrival,Arrived,
EK 122,DXB,Arrival,Arrived,
EK 752,DXB,Arrival,Arrived,A6-EDV
QF 8752,DXB,Arrival,Arrived,
AT 9900,DXB,Arrival,Arrived,
FZ 808,DXB,Arrival,Arrived,A6-FQE
EK 2325,DXB,Arrival,Arrived,
EK 2201,DXB,Arrival,Arrived,
FZ 712,DXB,Arrival,Arrived,
EK 2245,DXB,Arrival,Arrived,
FZ 1798,DXB,Arrival,Arrived,
FZ 574,DXB,Arrival,Arrived,A6-FQF
EK 2154,DXB,Arrival,Arrived,
EK 2123,DXB,Arrival,Arrived,
FZ 1790,DXB,Arrival,Arrived,
EK 393,DXB,Arrival,Arrived,A6-EPR
DE 5971,DXB,Arrival,Arrived,
GF 5413,DXB,Arrival,Arrived,
EK 2057,DXB,Arrival,Arrived,
FZ 144,DXB,Arrival,Arrived,
QF 8924,DXB,Arrival,Arrived,
MK 9929,DXB,Arrival,Arrived,
EK 924,DXB,Arrival,Arrived,
EK 367,DXB,Arrival,Arrived,A6-EED
RJ 612,DXB,Arrival,Arrived,
GF 5409,DXB,Arrival,Arrived,
DE 5925,DXB,Arrival,Arrived,
TP 6747,DXB,Arrival,Arrived,
AC 7605,DXB,Arrival,Arrived,
EK 395,DXB,Arrival,Arrived,A6-ENC
FZ 332,DXB,Arrival,Arrived,
EK 2109,DXB,Arrival,Arrived,
DE 5966,DXB,Arrival,Arrived,
TP 6355,DXB,Arrival,Arrived,
EK 343,DXB,Arrival,Arrived,A6-EDY
FZ 728,DXB,Arrival,Arrived,
EK 2095,DXB,Arrival,Arrived,
JL 5095,DXB,Arrival,Arrived,
EK 319,DXB,Arrival,Arrived,A6-EUG
EK 335,DXB,Arrival,Arrived,A6-ECZ
FZ 6335,DXB,Arrival,Arrived,
MK 912,DXB,Arrival,Arrived,
EK 704,DXB,Arrival,Arrived,
EK 449,DXB,Arrival,Arrived,
EK 2311,DXB,Arrival,Arrived,
FZ 990,DXB,Arrival,Arrived,
QF 8413,DXB,Arrival,Arrived,
EK 413,DXB,Arrival,Arrived,A6-EVN
DE 5944,DXB,Arrival,Arrived,
EK 311,DXB,Arrival,Arrived,A6-EXC
EK 329,DXB,Arrival,Arrived,A6-ENU
EK 363,DXB,Arrival,Arrived,A6-ECW
CZ 7871,DXB,Arrival,Arrived,
FZ 570,DXB,Arrival,Arrived,A6-FQK
EK 2041,DXB,Arrival,Arrived,
EK 385,DXB,Arrival,Arrived,A6-EOK
QF 8385,DXB,Arrival,Arrived,
TP 6375,DXB,Arrival,Arrived,
FZ 176,DXB,Arrival,Arrived,A6-FKI
EK 323,DXB,Arrival,Arrived,A6-EEC
KE 5951,DXB,Arrival,Arrived,
EK 607,DXB,Arrival,Arrived,
EK 407,DXB,Arrival,Arrived,A6-EOF
QF 8407,DXB,Arrival,Arrived,
EK 307,DXB,Arrival,Arrived,
EK 615,DXB,Arrival,Arrived,
EK 381,DXB,Arrival,Arrived,A6-EVF
TP 6349,DXB,Arrival,Arrived,
EK 2262,DXB,Arrival,Arrived,
FZ 462,DXB,Arrival,Arrived,
FZ 844,DXB,Arrival,Arrived,
AC 7617,DXB,Arrival,Arrived,
EK 623,DXB,Arrival,Arrived,
FZ 6359,DXB,Arrival,Arrived,
DE 5964,DXB,Arrival,Arrived,
GA 8853,DXB,Arrival,Arrived,
BT 5808,DXB,Arrival,Arrived,
EK 359,DXB,Arrival,Arrived,A6-ECI
EK 501,DXB,Arrival,Arrived,A6-EOV
EK 539,DXB,Arrival,Arrived,
EK 513,DXB,Arrival,Arrived,
EK 543,DXB,Arrival,Arrived,A6-ECY
QF 8032,DXB,Arrival,Arrived,
FI 6040,DXB,Arrival,Arrived,
GA 8866,DXB,Arrival,Arrived,
AV 6250,DXB,Arrival,Arrived,
EK 32,DXB,Arrival,Arrived,A6-EUA
EK 313,DXB,Arrival,Arrived,A6-EQF
JL 5093,DXB,Arrival,Arrived,
EK 525,DXB,Arrival,Arrived,A6-ENI
FI 6046,DXB,Arrival,Arrived,
QF 8052,DXB,Arrival,Arrived,
EK 52,DXB,Arrival,Arrived,A6-EUP
EK 533,DXB,Arrival,Arrived,
QF 8371,DXB,Arrival,Arrived,
BT 5813,DXB,Arrival,Arrived,
DE 5914,DXB,Arrival,Arrived,
EK 371,DXB,Arrival,Arrived,A6-ENO
EK 926,DXB,Arrival,Delayed,
FZ 192,DXB,Arrival,Delayed,
FZ 734,DXB,Arrival,Delayed,
EK 2405,DXB,Arrival,Delayed,
EK 523,DXB,Arrival,Expected,
FZ 952,DXB,Arrival,Expected,
EK 2176,DXB,Arrival,Expected,
UA 6587,DXB,Arrival,Delayed,
EK 714,DXB,Arrival,Delayed,A6-EGP
EK 569,DXB,Arrival,Expected,A6-EVR
EK 182,DXB,Arrival,Delayed,A6-EQL
QF 8182,DXB,Arrival,Delayed,
QF 8084,DXB,Arrival,Delayed,
EK 84,DXB,Arrival,Delayed,A6-EQJ
SA 7156,DXB,Arrival,Delayed,
DE 5947,DXB,Arrival,Delayed,
EK 771,DXB,Arrival,Delayed,
EK 2323,DXB,Arrival,Expected,
FZ 988,DXB,Arrival,Expected,
QF 8096,DXB,Arrival,Delayed,
FI 6020,DXB,Arrival,Delayed,
EK 96,DXB,Arrival,Delayed,A6-EGJ
EK 802,DXB,Arrival,Expected,A6-EDU
MK 9965,DXB,Arrival,Expected,A6-EDU
CA 941,DXB,Arrival,Expected,B-1282
EK 4,DXB,Arrival,Expected,A6-EOJ
QF 8004,DXB,Arrival,Expected,
GA 8864,DXB,Arrival,Expected,
QF 8788,DXB,Arrival,Delayed,
EK 788,DXB,Arrival,Delayed,
QF 8144,DXB,Arrival,Expected,
AV 6256,DXB,Arrival,Expected,
EK 144,DXB,Arrival,Expected,A6-EPP
EK 132,DXB,Arrival,Expected,
EK 784,DXB,Arrival,Delayed,
AI 929,DXB,Arrival,Expected,
FI 6066,DXB,Arrival,Delayed,
QF 8010,DXB,Arrival,Delayed,VH-OQL
EK 10,DXB,Arrival,Delayed,A6-ECT
EK 86,DXB,Arrival,Delayed,A6-EEX
QF 8086,DXB,Arrival,Delayed,A6-EEX
EK 2087,DXB,Arrival,Delayed,
FZ 1942,DXB,Arrival,Delayed,
EK 2023,DXB,Arrival,Delayed,
FZ 1840,DXB,Arrival,Delayed,A6-FMY
QF 8048,DXB,Arrival,Delayed,A6-EEB
FI 6062,DXB,Arrival,Delayed,A6-EEB
EK 48,DXB,Arrival,Delayed,A6-EEB
EK 204,DXB,Arrival,Expected,A6-EOD
QF 8164,DXB,Arrival,Expected,
EK 164,DXB,Arrival,Expected,A6-EPD
GA 8840,DXB,Arrival,Delayed,
QF 8076,DXB,Arrival,Delayed,
FI 6008,DXB,Arrival,Delayed,
EK 76,DXB,Arrival,Delayed,A6-EEZ
EK 176,DXB,Arrival,Delayed,A6-ECV
EK 2453,DXB,Arrival,Delayed,
FZ 1406,DXB,Arrival,Delayed,A6-FMD
EK 2239,DXB,Arrival,Delayed,
FZ 1782,DXB,Arrival,Delayed,A6-FPI
EK 2295,DXB,Arrival,Delayed,
FZ 1750,DXB,Arrival,Delayed,A6-FMJ
EK 2483,DXB,Arrival,Expected,
